
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3949554333.32341,300.00518795,3185.92858886719,-12.1133066813005,0.00376709037103481,1,0.999253354069792,40.0298881530762,1.9749828941538,13.3300004526973,-65.3829333041969,-11.935761514921,250,0.0336859287530712,-12.1109842500303,-0.017121268187861,300.0047607,300.0056152,3115.75170898438,3256.10546875,54.413850994775,20.4760772783665,8.512546,0,0,0,40,300.29845,1,6,1,1,0,2.20809936523438,45.9433059692383,3185.92858886719,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00518795,,,,
,3949554334.67886,300.0050659,3321.12084960938,-12.0946024708929,0.00347951676547592,1,0.999253354069792,40.0298881530762,1.97508588875865,13.3300004526973,-65.2863209984525,-11.9124165016924,250,0.0346562913225322,-12.0922880646017,-0.0160716339798098,300.0047607,300.0053711,3256.10546875,3386.13623046875,54.8257692244096,20.4724330411813,9.256284,0,0,0,40,300.2997,1,6,1,1,0,2.2161865234375,45.9433059692383,3321.12084960938,,,,,,,,,,,,,0,,,,7.648531,,,,,,300.0050659,,,,
,3949554336.02829,300.00608825,3456.03649902344,-12.0880554144751,0.00398844735993557,1,0.999253354069792,40.0298881530762,1.97501053137606,13.3300004526973,-65.2459145307072,-11.919733567155,250,0.0320032268675541,-12.0857308064411,-0.0186961896316128,300.0053711,300.0068054,3386.13623046875,3525.93676757813,54.9852214423327,20.4754068932483,8.512546,0,0,0,40,300.29835,1,6,1,1,0,2.21603393554688,45.9433059692383,3456.03649902344,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00608825,,,,
,3949554337.45743,300.00627135,3600.85778808594,-12.0689769429366,0.00374629408220793,1,0.999253354069792,40.0298881530762,1.97508830552761,13.3300004526973,-65.1475052490621,-11.8902396943772,250,0.0340164855624388,-12.0666646463803,-0.0166025968412942,300.0057373,300.0068054,3525.93676757813,3675.77880859375,54.9086218474481,20.4725120694487,8.512546,0,0,0,40,300.2978,1,6,1,1,0,2.21832275390625,46.4320640563965,3600.85778808594,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00627135,,,,
,3949554338.92795,300.00559995,3750.70959472656,-12.0607858142534,0.00361828894542676,1,0.999253354069792,40.0298881530762,1.9750089761953,13.3300004526973,-65.1001365146507,-11.8849663044285,250,0.0333877734797508,-12.0584729448978,-0.0171957807392554,300.0054626,300.0057373,3675.77880859375,3825.64038085938,54.464656848525,20.4739711292415,9.256284,0,0,0,40,300.29865,1,6,1,1,0,2.21115112304688,46.4320640563965,3750.70959472656,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00559995,,,,
,3949554340.19075,300.00500485,3870.55078125,-12.0540781392175,0.00395577688644326,1,0.999253354069792,40.0298881530762,1.97501895033351,13.3300004526973,-65.063398713229,-11.8830198454445,250,0.0325159627263441,-12.0517632163272,-0.0180395636735204,300.0045471,300.0054626,3825.64038085938,3915.46118164063,54.8984606766981,20.4760115476674,8.512546,0,0,0,40,300.2937,1,6,1,1,0,2.205810546875,46.4320640563965,3870.55078125,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00500485,,,,
,3949554341.31891,300.0045166,3980.31079101563,-12.0420032449578,0.00322665628395103,1,0.999253354069792,40.0298881530762,1.97497416956572,13.3300004526973,-64.9984815818926,-11.8617110986483,250,0.0341784667244449,-12.0396979346359,-0.0163270949592922,300.0044861,300.0045471,3915.46118164063,4045.16040039063,54.7335370591404,20.4743020004872,9.256284,0,0,0,40,300.28875,1,6,1,1,0,2.21420288085938,46.4320640563965,3980.31079101563,,,,,,,,,,,,,0,,,,7.648531,,,,,,300.0045166,,,,
,3949554342.59199,300.00408935,4110.07409667969,-12.028146826634,0.00393503047193727,1,0.999253354069792,40.0298881530762,1.97514226530061,13.3300004526973,-64.9272214298178,-11.859078032518,250,0.0322789928100486,-12.0258366291603,-0.018167319808564,300.0036926,300.0044861,4045.16040039063,4174.98779296875,54.833585509602,20.4711580763414,9.256284,0,0,0,40,300.28865,1,6,1,1,0,2.2161865234375,46.4320640563965,4110.07409667969,,,,,,,,,,,,,0,,,,7.648531,,,,,,300.00408935,,,,
,3949554343.86229,300.00442505,4239.90063476563,-12.0193198512013,0.00348704930616283,1,0.999253354069792,40.0298881530762,1.97510046526328,13.3300004526973,-64.8776025746114,-11.8535363759877,250,0.0316230629981761,-12.0170086378027,-0.0187851610106246,300.0036926,300.0051575,4174.98779296875,4304.8134765625,54.3177106869096,20.4720924573652,9.256284,0,0,0,40,300.28945,1,6,1,1,0,2.2174072265625,46.4320640563965,4239.90063476563,,,,,,,,,,,,,0,,,,7.648531,,,,,,300.00442505,,,,
,3949554345.06368,300.0046997,4359.71875,-12.0074911241783,0.0035992164294114,1,0.999253354069792,40.0298881530762,1.975180440304,13.3300004526973,-64.818803674874,-11.8289108586139,250,0.0340796281230207,-12.0051925956734,-0.0162784313831952,300.0042419,300.0051575,4304.8134765625,4414.6240234375,54.8085733969866,20.4716822229379,8.884414,0,0,0,40,300.29115,1,6,1,1,0,2.2076416015625,46.4320640563965,4359.71875,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.0046997,,,,
,3949554346.29833,300.00485225,4479.56640625,-12.001413914597,0.00411753884138376,1,0.999253354069792,40.0298881530762,1.97514112237974,13.3300004526973,-64.7827217415756,-11.8335775236284,250,0.0320442098044799,-11.999108114982,-0.0182869369226527,300.0042419,300.0054626,4414.6240234375,4544.5087890625,54.6389600083135,20.4751920475607,9.256284,0,0,0,40,300.2926,1,6,1,1,0,2.20703125,46.9208221435547,4479.56640625,,,,,,,,,,,,,0,,,,7.5728815,,,,,,300.00485225,,,,
